user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
j.o,"Tokyo, Japan🇯🇵",side biz trader & analyst｜https://t.co/uCKS77EsQ0 exclusive member｜#Bitcoin｜#bybit : https://t.co/j5mjX3FdUC,2019-05-10 00:02:23,695.0,157,1689,False,2021-02-10 20:38:03,"#Bitcoin #BTC #XBT
Will price adjustments be based on the golden ratio, or will institutional buying pressure break… https://t.co/rTa1t6miqu","['Bitcoin', 'BTC', 'XBT']",Twitter Web App,false
*Sir Unidegen* Taco WhaleCat 🌮🐳😺⚡,,"Losing money since 2017 |
Mrs. Taco WhaleCat: @elizabe32689972",2010-01-01 22:52:05,156.0,576,844,False,2021-02-10 20:38:01,Remember when @DaveRamsey was highly skeptical that you could even cash out your #bitcoin for USD. When he told a k… https://t.co/AouMCaZH2L,['bitcoin'],Twitter for Android,false
Sir PepéNerd,,Sign up and earn $20 in BTC with your first transfer of $200 or more! #Celsius https://t.co/BfikgVDpwY #UnbankYourself #Bitcoin,2018-03-08 06:31:39,76.0,593,1081,False,2021-02-10 20:37:56,Get on the Binance $Bnb rocket.  We’re of to the Moon 🚀🚀🚀  #btc #bitcoin #eth #ethereum #cro #crypto #airdrop #bnb… https://t.co/u75vX8QIAA,"['btc', 'bitcoin', 'eth', 'ethereum', 'cro', 'crypto', 'airdrop', 'bnb']",Twitter for iPhone,false
Bağımsız Borsacı,,"@borsaninizinden öğrencisi.

Trend nerede ben orada. Şu anda kriptoda.
(I am always there where a trend is exist. Currently at Cryptocurrency.)",2015-09-08 13:24:13,647.0,1283,1102,False,2021-02-10 20:36:20,"UPDATE

WHAT THE FUCK IS GOING ON HERE?

#CTSI #CTSIUSDT #Bitcoin #btc #kripto #coin #crypto https://t.co/KwsEqx6DkW https://t.co/J4xQwHaFP2","['CTSI', 'CTSIUSDT', 'Bitcoin', 'btc', 'kripto', 'coin', 'crypto']",Twitter for Android,false
Cutlight,"Saintfield, Northern Ireland",Laser cutting & engraving services,2017-05-12 20:40:28,64.0,83,57,False,2021-02-10 20:35:48,"currently our most popular design is this Laser cut wooden coaster. #Bitcoin #BTC #Cryptocurrency  

#dogetothemoon… https://t.co/UkfpfJQQAg","['Bitcoin', 'BTC', 'Cryptocurrency', 'dogetothemoon']",Twitter for Android,false
Nathan C. Perry,"Alexandria, VA","Tax attorney, nonfiction reader, amateur sailor, & former space camper. My replies tend to be more interesting than my tweets. #FinTwit lurker. #Bitcoin #BTC",2011-11-26 19:45:31,197.0,582,7463,False,2021-02-10 20:35:43,I’m getting these types of #Bitcoin questions about two or three times a week. Often from folks I haven’t talked to… https://t.co/XBaMsgc5gQ,['Bitcoin'],Twitter for iPhone,false
KrakenPrices,,"Scans Kraken's main currencies hourly | Also @BittrexPrices @BinancePrices | Not official, we are not @Krakenfx | Business ➡ cryptocurrencies.prices@gmail.com",2018-05-25 21:11:08,3210.0,1,28,False,2021-02-10 20:34:39,"🔄 Prices update in $USD (1 hour):

$BTC - 44856.6 $ (-0.11 %)
$ETH - 1727.36 $ (-0.5 %)
$XRP - 0.48 $    (-1.87 %)… https://t.co/ehUbgfz547",,Kraken prices,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:34:30,"🤩$EOSUP 🤩Buy Signal
▶Pair: EOSUP/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 3.89 

#btc #bitcoin… https://t.co/g3a6cpyduK","['btc', 'bitcoin']",Genius Crypto,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:34:19,"🤩$IOST 🤩Buy Signal
▶Pair: IOST/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.022059 

#btc #bitcoin… https://t.co/IjDLV7hxF2","['btc', 'bitcoin']",Genius Crypto,false
𝔐𝔦𝔠𝔥𝔞𝔢𝔩 𝔍,The World Is Yours,⠀ | Moto Rider | Lifestyle | Wealth | ₿ | Travel |⠀⠀ ⠀⠀| Wine & Dine | Cigars | 🎊💃🏽🕺🏽🎊 | 🇵🇪 | ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ • SC/IG: @MichaelJPerez •,2009-03-14 06:03:41,7684.0,232,844,False,2021-02-10 20:33:52,"@binance And if you reside in the US right here w/ @BinanceUS! https://t.co/5OiwbJym4y
Referral Code: 35002540… https://t.co/ZNXUF2SvUi",,Twitter for iPhone,false
Pentekontera,,"Crypto Analyzer
https://t.co/QdQDbMc8xr",2021-02-04 09:26:10,6.0,7,10,False,2021-02-10 20:33:26,KA ME HA ME HA @elonmusk  I want to see the stars 🚀🚀🚀🚀🚀 #DogeCoin #DogeRise #dogearmy #Btc #Bitcoin #Binance #Ftt #Ftx,"['DogeCoin', 'DogeRise', 'dogearmy', 'Btc', 'Bitcoin', 'Binance', 'Ftt', 'Ftx']",Twitter for Android,false
jabak,Nope,"The left has nothing going right, and the right has nothing left.",2020-01-31 18:50:31,42.0,201,12050,False,2021-02-10 20:33:22,$STX is going to 10$. #blockstack #Bitcoin #BTC $BTC,"['blockstack', 'Bitcoin', 'BTC']",Twitter Web App,false
Cat George,Puerto Rico,"Trailblazer @Untapped_Global @borderbreakertv  @p18startups @endeavor_global @Unreasonable. Deep-end diver, #entrepreneur + wholeheartedly all in. Onwards!",2011-07-14 00:15:21,2192.0,4625,1312,False,2021-02-10 20:33:10,"For anyone on the cusp of investing in #bitcoin &amp; #ethereum, it takes 2 mins to sign up on @coinbase and no one is… https://t.co/2Z9uZIcy6j","['bitcoin', 'ethereum']",Twitter Web App,false
Ben Royce SOCIETY2 decentralizedsocialmedia 💎🦋💎,"Rochester/FingerLakes,New York","#Permissionless #Privacy #SSI 

#DeSM #Decentralized #SocialMedia

#OwnYourDigitalLife #IAmNotTheProduct

#IOTA

member: @IENofficial

https://t.co/I052pwZAEa",2010-01-07 03:41:26,4309.0,4936,40965,False,2021-02-10 20:32:53,"@Melt_Dem @balajis @Reuters #bitcoin is king. it won't be king forever

#techprogress marches on

modern mining rig… https://t.co/dwdUtawvS4","['bitcoin', 'techprogress']",Twitter Web App,false
Ļåñģəř Đāń,North Kilt Town ,Would You like that milk pasteurized?,2013-11-01 16:54:27,297.0,62,3026,False,2021-02-10 20:32:31,"Me when I buy #Bitcoin #BTC 

https://t.co/qVL24QPatp","['Bitcoin', 'BTC']",Twitter Web App,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 20:31:47,"Is it BULLSEYE again ??? 🎯🎯🎯

ROSE / BTC (Before &amp; after)

#ROSEBTC hit all the targets set by #CryptoParos.🚀

97 %… https://t.co/3mEgPLjxUm","['ROSEBTC', 'CryptoParos']",Twitter Web App,false
honk.tw,"Brussels, Belgium",Mobile Game Development Company,2017-08-25 00:50:54,122.0,5,53,False,2021-02-10 20:31:38,"Yesterday 899,900,000 #BTT (1,539,650 USD) transferred from unknown wallet to  🚀📈🤑#Binance  #BTtUSDT #BTT #btc… https://t.co/r8qTO4fTfm","['BTT', 'Binance', 'BTtUSDT', 'BTT', 'btc']",Twitter for Android,false
2140data,Down the Rabbit Hole,"Programmer who built the real-time data dashboard https://t.co/SY3XRqOIsm. Loves punk rock, reggae, solving problems with code, and working for #bitcoin",2017-12-11 23:25:51,1036.0,695,21244,False,2021-02-10 20:30:56,"👀 @MuunWallet added to https://t.co/BTP4xzvWje

#bitcoin #btc https://t.co/W2xdiixvFd","['bitcoin', 'btc']",Twitter Web App,false
PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 20:30:02,"Market Id : BTC-AUD
Last Price :58598.99
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :58598.98
Best Ask : 58598.99
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,false
CryptoMick,,$xrp $eth $icx,2020-01-17 10:15:18,22.0,11,12,False,2021-02-10 20:29:44,Here we fucking GOOOOO $ICX #ICON #ICX #btc #bitcoin $btc #crypto #pump #eth #xrp 🚀🚀🚀🚀,"['ICON', 'ICX', 'btc', 'bitcoin', 'crypto', 'pump', 'eth', 'xrp']",Twitter Web App,false
BTC Thousands,,"#btc thousands. 
Simple bot tweeting the #bitcoin USD price when crossing thousands.",2019-10-20 03:22:01,27.0,6,3,False,2021-02-10 20:29:36,Bitcoin down to U$ 44k range. 4.2% change in 24h.  #bitcoin #btc,"['bitcoin', 'btc']","Pipedream, Inc",false
ClankApp - Crypto Whales Tracker 🐳,Moon,"Biggest blockchains transactions in real time. Api available: https://t.co/Vkr2eDomy9 🐳 Made in France ❤️ Powered by @blockchair, @whale_alert",2019-04-19 16:31:36,4344.0,3,132,False,2021-02-10 20:28:03,"🚀 🚀8,695 #BTC (404,921,000 USD) move from multiple addresses to unknown wallet
 
Date : 2021-02-10 20:25:47 (GMT 0)… https://t.co/0E1QK0sal8",['BTC'],ClankApp,false
UA Multimedia,"California, USA","Holding company and a solution provider in the area of fintech, blockchain, DeFi and AI.  #Bitcoin #Ethereum #crypto",2009-08-27 00:40:04,2799.0,2453,94,False,2021-02-10 20:27:47,We believe more large companies will eventually get involved with #Bitcoin one way or another.  Will make #BTC more… https://t.co/ICKwXLRAE7,"['Bitcoin', 'BTC']",Twitter Web App,false
FreeDa,,#Tshirts,2016-04-10 16:14:50,3631.0,3564,3787,False,2021-02-10 20:27:41,Let's pumping bitcoin together with new creative design of the #bitcoin with #redbubble ! #btc with #balloons It is… https://t.co/Nx9fBB44PS,"['bitcoin', 'redbubble', 'btc', 'balloons']",Twitter Web App,false
BTCMANAGER,United Kingdom,"Your home for #Bitcoin, #Blockchain, #Ethereum & #FinTech news & information. Send news tips/PRs/proposals to editor@btcmanager.com.",2015-08-17 15:27:41,40465.0,1710,7083,False,2021-02-10 20:27:30,"#Twitter Mulling Making #Bitcoin Purchase, Says Company CFO 

BY: Anthonia Isichei

https://t.co/ZflFbmAK39… https://t.co/3Nms2sRtUX","['Twitter', 'Bitcoin']",btc manager wordpress news,false
Levi,,,2018-02-27 07:13:38,2.0,0,3,False,2021-02-10 20:27:29,"Alas, we have crossed the rubicon. #Credits blows past speed test expectations 💨. We’re watching the beginning of s… https://t.co/aVWz5UCVOE",['Credits'],Twitter for iPhone,false
Tamilvideorock,chennai,Watch all types of videos in on website. Watch videos and happy to share.,2012-01-14 13:25:55,256.0,1698,60,False,2021-02-10 20:26:43,PUML Airdrop Get free 30 PUML coin to register my refer link | Cryptocur... https://t.co/ITOROASBrY via @YouTube… https://t.co/kRoWyqAl39,,Twitter Web App,false
CRYPTO LOKi,,#bitcoin   #Crypto TRADER ⚡ #margin #futures #binance #TRADİNG #nft #defi #oracle,2018-06-16 12:45:41,1627.0,240,1848,False,2021-02-10 20:25:49,"$DIA volume rise continues on the chart. When the resistance is passed, the rise will accelerate.

#bitcoin #btc… https://t.co/4o5K7m3mTh","['bitcoin', 'btc']",Twitter Web App,false
Crypto Analyser,,Follow and enable Notifications! Contact me on technocrat7191@gmail.com if you find any issues or if you want more currencies to be tracked.,2020-12-22 02:48:57,5.0,1,3,False,2021-02-10 20:25:48,"Current time = 01:55:48 IST 
🔸 USDT(INR): 74.985
🔸 BTC(USD): 45014.119 ₿
🔸 BTC(INR): 3382359.5
🔸 ETH(USD): 1733.259… https://t.co/1AZgIxrITf",,,false
John Perez,"Edinburgh, Scotland","BTC Enthusiast, Investor. Portfolio Manager  //For VIP Telegram access contact me (VIP signals) https://t.co/WxRKhPsYNX",2012-01-19 17:36:30,1154.0,87,364,False,2021-02-10 20:25:45,"SIGNAL FOR #IOTA COIN:

Huge Volume build-up: 

Purchase it under 1823

Target1: 1836 Target2: 1861 Target3: 1891… https://t.co/NNslzQy7td",['IOTA'],VIP SIGNLS,false
Macro KANZ,Only remaining Land ofthe Free,$BTC 🚀✨ Sarcastic. Cynical. Real. Truthful. The world has to change. Follows and retweets are not endorsements. Follow me!,2010-04-12 11:05:54,314.0,917,664,False,2021-02-10 20:25:26,"#bitcoin and #eth update:
It's cooling down. Looks a healthy retracement. I would expect most probably for #btc to… https://t.co/14e4vV5ZEs","['bitcoin', 'eth', 'btc']",Twitter for Android,false
Pentekontera,,"Crypto Analyzer
https://t.co/QdQDbMc8xr",2021-02-04 09:26:10,6.0,7,10,False,2021-02-10 20:25:02,@elonmusk it's time. time to go to the moon 🤜HODL🤛 #DogecoinToTheMoon #DogeArmy #dogecoin #Btc #Bitcoin,"['DogecoinToTheMoon', 'DogeArmy', 'dogecoin', 'Btc', 'Bitcoin']",Twitter for Android,false
Shaun Patterson,Orlando Fl,"single father of 2 
Instagram: ShaunPPatterson

#cashapp 
$ShaunPPatterson",2011-06-28 07:04:36,1496.0,2619,1653,False,2021-02-10 20:25:02,"Going to post this in Hope's someone with an insane amount of bitcoin wants to help me build a house. 
#Bitcoin
#BTC https://t.co/f6ZUVoWaXJ","['Bitcoin', 'BTC']",Twitter for Android,false
CryptoCurrency News,Bitcoin,"The original source of the latest news, insight, and commentary about #CryptoCurrency! Free Weekly Newsletter: https://t.co/Nt4yOiKJoH",2011-01-22 20:53:35,179616.0,697,5035,False,2021-02-10 20:24:47,"Someone bought a Tesla Model S in 2013 for 91.4 #BTC ($103,000). In today’s #Bitcoin value that would be over $4 mi… https://t.co/dKnDXVPhNl","['BTC', 'Bitcoin']",Twitter for iPhone,false
Bill Taylor,Atlanta,"Managing Director & CIO at Entoro Wealth;  Author ""The Taylor Report""",2014-01-17 18:18:31,439.0,195,1791,False,2021-02-10 20:23:41,"Quietly, a Massive Fundamental Way Business is Transacted is Taking Place https://t.co/SrMeZTBLuM via @Dwealth.news… https://t.co/uIBiuIOwOi",,Twitter Web App,false
luis Goncalvez,,"Ingeniero Agrónomo me encanta la tecnologia, la innovación, planificar y conectar para hacer la vida mejor, Donaciones BTC: 17VB8V5CuucB3q6fa77VSe7noc21ySeUjf",2009-05-30 01:47:58,1861.0,1513,550,False,2021-02-10 20:23:32,#Bitcoin ignores Lindsay Lohan's 'To the moon' tweet as #BTC price dips 7.6% https://t.co/ZGXrdGH0mF https://t.co/EruN5Bymn4,"['Bitcoin', 'BTC']",dlvr.it,false
Ryan Picha,"San Diego, CA",Bull Investor 💵 Crypto 💰Software Nerd 💡,2018-01-24 15:52:20,94.0,147,1183,False,2021-02-10 20:23:30,"Icon finally back to $1. Now time for 🚀 🌝 
#icx #icon #btc #Bitcoin #Ethereum #eth #Altseason2021 https://t.co/LfntCme1Zy","['icx', 'icon', 'btc', 'Bitcoin', 'Ethereum', 'eth', 'Altseason2021']",Twitter for iPhone,false
Crypto Victory,Canada,"The insiders look on Crypto - Updates, news and tips on all the details that YOU want to know about in the CRYPTO world.",2017-05-03 00:26:22,2107.0,5003,356,False,2021-02-10 20:22:43,#BITCOIN IS A BUY!! HOLD #BTC AND YOU WILL BE VERY HAPPY! https://t.co/rJbinZFndE,"['BITCOIN', 'BTC']",Twitter Web App,false
Robby,,Stock And Crypto Entrepreneur #crypto  #BTC #ETH #XRP #DOGE,2016-09-27 13:20:07,121.0,215,127,False,2021-02-10 20:21:47,"@WSBChairman Own half of one doing alt coin trades to increase my position!
#BTC #BITCOIN #Bitcoin","['BTC', 'BITCOIN', 'Bitcoin']",Twitter for iPhone,false
Richard Bailey,,Futures Trader,2013-03-20 17:40:41,816.0,335,112,False,2021-02-10 20:21:13,Always tried to keep my twitter to #fintwitter not personal interests so couldn't justify following @lindsaylohan b… https://t.co/RjIftYD0rQ,['fintwitter'],TweetDeck,false
j.o,"Tokyo, Japan🇯🇵",side biz trader & analyst｜https://t.co/uCKS77EsQ0 exclusive member｜#Bitcoin｜#bybit : https://t.co/j5mjX3FdUC,2019-05-10 00:02:23,695.0,157,1689,False,2021-02-10 20:20:59,"#Bitcoin #BTC #XBT
If $BTC price temporarily rebounds from here and rises, FR will not return to normal ... this is… https://t.co/OYAGANzaer","['Bitcoin', 'BTC', 'XBT']",Twitter Web App,false
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 20:20:59,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 44892
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,false
Bill Taylor,Atlanta,"Managing Director & CIO at Entoro Wealth;  Author ""The Taylor Report""",2014-01-17 18:18:31,439.0,195,1791,False,2021-02-10 20:19:48,Huge Changes Begin Quietly! #digitalassetmanagement #wealthmanagement #venturecapital #cryptoassets #digitalassets… https://t.co/c4IuCF5OAc,"['digitalassetmanagement', 'wealthmanagement', 'venturecapital', 'cryptoassets', 'digitalassets']",LinkedIn,false
Alpha Digital #DCABTC,Malta,"BITCOIN IS DIGITAL GOLD! Buy Bitcoin, Hold Bitcoin Offline, Never sell Bitcoin! BTC better than SNP500! D.C.A. into BTC aka Stack Sats & be happy! #BTC #Bitcoin",2020-11-18 04:00:00,397.0,2479,15486,False,2021-02-10 20:19:35,"554.5 Days Left in the Bitcoin Bull Run! 2 year up, 2 years down, Halving, repeat cycle. August 18th 2022 will be n… https://t.co/NoMo0wNjx8",,Twitter Web App,false
R∆XIT MEHT∆,"Jamnagar, India",📉Technical-analysis + Professional-Financial Advisor📈,2020-04-11 09:25:29,48.0,35,286,False,2021-02-10 20:19:15,"JOIN TELEGRAM FOR FREE #Crypto SIGNAL ⬇️⬇️⬇️

SEARCH ➡️ #Cryptoking_india🇮🇳

#bitcoin #BTCUSD #btc @elonmusk… https://t.co/XHr6NaSKui","['Crypto', 'Cryptoking_india', 'bitcoin', 'BTCUSD', 'btc']",Twitter for Android,false
CryptoCraker🦞,"New York, USA","#Cryptocurrency Market analysis.
#Bitcoin #Ethereum #BNB #1inch #HTB 
My #BTC Donations adress.
188pwPaS3EP4Qaqasdc8peUFjJjv2Wc1SY",2020-01-07 10:16:48,112.0,284,647,False,2021-02-10 20:18:44,"$aave #aave target for $1k is ahead

move is started

#Bitcoin #Bitcoin #ETH #XRP #US #UK #CANADA #CHINA #CH #RUSSIA #RS #Crypto #btc #BNB","['aave', 'Bitcoin', 'Bitcoin', 'ETH', 'XRP', 'US', 'UK', 'CANADA', 'CHINA', 'CH', 'RUSSIA', 'RS', 'Crypto', 'btc', 'BNB']",Twitter for Android,false
Cayson Ridley,,,2020-09-04 07:31:23,0.0,1,0,False,2021-02-10 20:18:32,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/EHEz6gz6no,,Twitter Web App,false
Silverback Truth Seeker,,Lover of truth. We can make a difference in this world if we believe we can. r/wallstreetsilver #silversqueeze #silver #wallstreetsilver,2010-03-15 16:25:34,2183.0,922,146,False,2021-02-10 20:18:04,Who are we offending by being honest about #silvermanipulation? @jpmorgan  #silver #wallstreetsilver #silversqueeze… https://t.co/xKjKKmjxi8,"['silvermanipulation', 'silver', 'wallstreetsilver', 'silversqueeze']",Twitter Web App,false
Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 20:17:56,"#dogecoin GET @McDonalds TO ACCEPT #DOGECOIN AS A FORM OF PAYMENT 

#dogecoin #doge #dogecoinfrance #dogecoinarmy… https://t.co/qpXswPOqsB","['dogecoin', 'DOGECOIN', 'dogecoin', 'doge', 'dogecoinfrance', 'dogecoinarmy']",Twitter for iPhone,false
Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 20:17:28,"Keep an eye on $REEF. Easy 20-30% returns on the table.

#Bitcoin #BTC #dogecoin https://t.co/DYSOcDwC2K","['Bitcoin', 'BTC', 'dogecoin']",Twitter for iPhone,false
Crypto-michelⓋ,,#VeChain $VTHO $VET,2020-08-17 07:44:21,96.0,455,3589,False,2021-02-10 20:16:28,"@CryptoJake16 @elonmusk #ElonMusk if you real want to lower your #carbonfootprint , buy #Vechain $VTHO $VET  in ste… https://t.co/KfP2BucgXR","['ElonMusk', 'carbonfootprint', 'Vechain']",Twitter for Android,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 20:16:19,"HEADS UP !

For all the analysis I share, do not buy any coin without checking some indicators ...

#btc￼  #BTC… https://t.co/9nNi4urEFM","['btc', 'BTC']",Twitter Web App,false
Borsatakipcisi,"Konya, Türkiye",#Bitcoin,2018-11-25 11:49:39,186.0,347,5020,False,2021-02-10 20:16:01,"$algo best project and best team with going ATH 🚀🚀🚀
Buy more
#BTC #Bitcoin https://t.co/tYOH5RnWzX","['BTC', 'Bitcoin']",Twitter for Android,false
CryptoFractal,,I’m here for Crypto Twitter! #Bitcoin         #BTC #ETH #ZIL #ADA #LINK #XRP,2020-12-11 19:19:54,46.0,258,1032,False,2021-02-10 20:15:37,"History in the making #bitcoin 
#btc $BTC https://t.co/1WS9SPJL46","['bitcoin', 'btc']",Twitter for iPhone,false
